active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2848.3,2141.19,125,1.0,2026-01-27,0,1.025,True
2,Jeeda Sensei,2764.98,2005.64,58,1.0,2026-01-27,0,1.025,True
3,N Prime,2758.9,1999.3,89,1.0,2026-01-24,3,1.1,True
,Zu,2726.6,1967.97,56,1.0,2025-11-28,60,1.1,False
,soc.from.ub.kodao,2645.98,1902.57,63,1.0,2025-11-08,80,1.15,False
4,Quali,2637.91,1896.79,156,1.0,2026-01-27,0,1.025,True
5,Blumpo Gripliskin,2608.08,1876.37,70,1.0,2026-01-23,4,1.025,True
6,camoutbussin,2581.82,1859.52,42,1.0,2026-01-25,2,1.075,True
7,S31gn3ur Chr3t13n,2571.84,1853.35,117,1.0,2026-01-27,0,1.025,True
8,luisarlen23,2570.1,1852.29,28,0.93,2026-01-27,0,1.05,True
,m.melkowski1,2530.33,1828.98,42,1.0,2026-01-02,25,1.05,False
9,Skoops!,2504.87,1814.93,68,1.0,2026-01-27,0,1.025,True
10,Xrenoid,2478.06,1800.79,104,1.0,2026-01-26,1,1.05,True
,Rubens,2455.42,1789.32,58,1.0,2025-12-09,49,1.025,False
11,Siker_7,2447.13,1785.21,34,1.0,2026-01-27,0,1.025,True
,doniatka,2442.04,1782.72,30,1.0,2026-01-19,8,1.1,False
,Mubirobiro [BR],2419.22,1771.77,56,1.0,2025-12-30,28,1.1,False
12,btroitsk,2400.2,1762.9,97,1.0,2026-01-24,3,1.25,True
,austin_midd,2283.37,1712.95,17,0.57,2025-12-20,38,1.025,False
,Rosewood,2219.8,1688.39,48,1.0,2025-10-08,111,1.025,False
,Jhon Whisky,2196.57,1679.8,5,0.17,2026-01-13,14,1.25,False
,Covert Skeleton,2170.57,1670.4,60,1.0,2026-01-15,12,1.25,False
13,maximeeepje,2169.22,1669.92,48,1.0,2026-01-22,5,1.025,True
,群傻搬象Sesquipedalianism,2153.93,1664.5,7,0.23,2025-08-13,167,1.025,False
14,Dreamweaver,2118.78,1652.31,68,1.0,2026-01-27,0,1.075,True
,Kozlak,2111.01,1649.66,35,1.0,2025-10-09,110,1.1,False
,ricardo_lbrugnago,2096.44,1644.74,10,0.33,2026-01-17,10,1.25,False
,Madnukin,2094.26,1644.01,22,0.73,2025-11-21,67,1.05,False
,Dan,2092.53,1643.43,13,0.43,2025-12-03,55,1.025,False
,Ghost,2088.35,1642.04,59,1.0,2025-10-19,100,1.175,False
,jax,2071.88,1636.58,43,1.0,2025-11-03,85,1.1,False
,AGR_Inbound,2056.88,1631.67,6,0.2,2025-12-03,55,1.05,False
15,Reynauld,2025.47,1621.57,14,0.47,2026-01-27,0,1.025,True
,gitm_4,2024.83,1621.37,14,0.47,2026-01-16,11,1.05,False
,Miroko,2010.21,1616.74,22,0.73,2025-11-22,66,1.025,False
16,TheHunter222,2010.2,1616.74,42,1.0,2026-01-26,1,1.1,True
17,Conroy Milk,2004.07,1614.82,19,0.63,2026-01-26,1,1.025,True
,Nocek,2003.04,1614.5,16,0.53,2025-12-10,48,1.1,False
,elmrealm,1984.85,1608.84,37,1.0,2025-11-21,67,1.075,False
,Vadd,1921.38,1589.65,4,0.13,2025-12-05,53,1.2,False
,Spirit,1915.25,1587.85,6,0.2,2025-10-08,111,1.05,False
,Dopamine,1907.09,1585.44,9,0.3,2025-08-16,164,1.075,False
,Hakon,1887.55,1579.75,14,0.47,2025-09-11,138,1.025,False
,Laska,1870.26,1574.77,13,0.43,2026-01-14,13,1.05,False
,Alvarin,1869.44,1574.54,66,1.0,2025-12-12,46,1.25,False
,Sigmar Male,1869.24,1574.48,7,0.23,2025-10-29,90,1.25,False
,Ernesto Quesidala Bombo,1854.99,1570.42,4,0.13,2025-08-05,175,1.025,False
,DIBRAS,1839.45,1566.03,6,0.2,2025-12-31,27,1.05,False
,Madok,1835.39,1564.89,10,0.33,2025-12-25,33,1.25,False
,ClownAunt,1821.78,1561.1,5,0.17,2025-08-01,179,1.05,False
,mishaaku,1819.09,1560.35,4,0.13,2025-11-15,73,1.05,False
,kaltepfote,1817.99,1560.04,32,1.0,2025-10-19,100,1.125,False
18,masterv5983,1816.51,1559.63,106,1.0,2026-01-25,2,1.1,True
19,genevrier_ou,1814.41,1559.05,25,0.83,2026-01-27,0,1.05,True
,imnickio2,1812.67,1558.57,5,0.17,2025-12-12,46,1.25,False
,Yngvi,1805.05,1556.47,23,0.77,2025-10-17,102,1.025,False
20,blankE,1804.03,1556.19,86,1.0,2026-01-23,4,1.025,True
,IndieLoupe.com,1802.4,1555.74,5,0.17,2025-10-28,91,1.075,False
,MythalJedi,1793.4,1553.28,8,0.27,2025-11-06,82,1.025,False
,Barbaferro,1793.11,1553.2,35,1.0,2026-01-05,22,1.025,False
21,Skit,1784.93,1550.97,15,0.5,2026-01-27,0,1.025,True
,MindsEye,1784.58,1550.88,4,0.13,2025-08-04,176,1.025,False
,greattwizzler,1783.08,1550.47,3,0.1,2025-12-03,55,1.025,False
,Thanos,1778.41,1549.2,2,0.07,2025-12-28,30,1.025,False
,Masterspades,1772.04,1547.48,2,0.07,2025-11-26,62,1.25,False
,BattleOfWits,1765.38,1545.69,2,0.07,2025-11-30,58,1.25,False
,grahamthehuman,1762.65,1544.96,4,0.13,2025-11-27,61,1.05,False
